Country,InternationalCode,Label,RecordCount,Phone,Fax,Mobile,Contact,Email,Website,NationalID,GeoLevel,AdminContact,CorporateLinkage,Address
Turkey,3052,Rubber and plastics hose and beltings,127,112,90,7,119,26,67,127,126,123,34,126
Turkey,3053,Gaskets; packing and sealing devices,397,338,192,14,351,38,104,396,397,286,40,397
Turkey,3061,Mechanical rubber goods,34,30,23,2,32,6,21,34,34,34,10,34
Turkey,3069,"Fabricated rubber products, nec",3031,2591,1475,39,2616,212,578,3027,3030,2919,113,3030
Turkey,3081,Unsupported plastics film and sheet,218,196,146,5,200,32,87,218,217,207,28,216
Turkey,3082,Unsupported plastics profile shapes,337,285,167,14,299,46,97,337,336,280,20,336
Turkey,3083,Laminated plastics plate and sheet,230,196,112,12,206,28,75,230,230,227,25,229
Turkey,3084,Plastics pipe,267,233,172,10,241,45,106,265,267,260,57,266
Turkey,3085,Plastics bottles,205,170,119,5,175,33,71,203,204,174,33,203
Turkey,3086,Plastics foam products,711,592,374,25,613,63,202,710,710,692,71,710
Turkey,3087,Custom compound purchased resins,8,6,3,0,6,1,1,8,6,7,2,6
Turkey,3088,Plastics plumbing fixtures,317,262,114,12,273,27,64,317,317,221,24,317
Turkey,3089,"Plastics products, nec",3351,2791,1899,144,2922,455,1136,3314,3337,3195,321,3331
Turkey,3111,Leather tanning and finishing,485,428,286,21,443,34,129,423,477,387,37,473
Turkey,3131,Footwear cut stock,272,228,144,12,238,17,68,232,271,253,3,270
Turkey,3142,House slippers,78,63,50,3,65,4,22,78,77,74,20,77
Turkey,3143,"Men's footwear, except athletic",189,152,107,4,155,17,66,150,187,171,62,187
Turkey,3144,"Women's footwear, except athletic",180,144,100,5,148,11,64,141,180,163,60,180
Turkey,3149,"Footwear, except rubber, nec",3383,1015,197,152,1146,39,293,3342,3382,3183,48,3379
Turkey,3151,Leather gloves and mittens,66,62,52,2,64,5,20,4,66,66,0,66
Turkey,3161,Luggage,92,70,25,6,75,8,17,91,92,76,14,92
Turkey,3171,Women's handbags and purses,17,13,9,1,14,3,9,17,17,17,8,17
Turkey,3172,"Personal leather goods, nec",130,112,86,8,118,12,41,68,129,130,18,128
Turkey,3199,"Leather goods, nec",286,235,171,9,243,41,118,223,284,258,84,282
Turkey,3211,Flat glass,2947,1345,528,128,1458,105,363,2941,2946,2773,84,2942
Turkey,3221,Glass containers,23,16,11,4,20,2,9,22,22,23,3,22
Turkey,3229,"Pressed and blown glass, nec",452,388,229,12,398,29,99,449,450,441,26,450
Turkey,3231,Products of purchased glass,221,191,136,16,206,34,82,218,219,215,20,219
Turkey,3241,"Cement, hydraulic",512,412,221,10,420,39,96,501,512,452,139,508
Turkey,3251,Brick and structural clay tile,171,145,91,10,154,27,53,171,170,162,27,170
Turkey,3253,Ceramic wall and floor tile,431,378,173,12,387,34,89,431,431,350,71,431
Turkey,3255,Clay refractories,96,83,43,8,89,8,34,96,96,76,21,96
Turkey,3259,"Structural clay products, nec",50,44,28,2,46,7,20,50,49,50,12,49
Turkey,3261,Vitreous plumbing fixtures,71,63,52,3,65,12,29,71,71,69,14,70
Turkey,3262,Vitreous china table and kitchenware,66,54,37,1,55,14,28,66,66,56,20,66
Turkey,3263,Semivitreous table and kitchenware,42,37,29,1,37,11,24,42,42,42,6,42
Turkey,3264,Porcelain electrical supplies,9,9,3,0,9,1,4,9,9,9,2,9
Turkey,3269,"Pottery products, nec",24,22,14,0,22,1,8,24,24,24,5,24
Turkey,3271,Concrete block and brick,231,184,119,12,194,25,69,227,231,194,74,231
Turkey,3272,"Concrete products, nec",291,248,185,18,264,47,110,288,288,276,74,288
Turkey,3273,Ready-mixed concrete,1203,966,446,72,1032,62,161,1202,1203,1012,193,1200
Turkey,3274,Lime,55,45,35,1,46,8,18,55,55,47,15,55
Turkey,3275,Gypsum products,70,62,51,3,65,12,27,69,70,66,19,70
Turkey,3281,Cut stone and stone products,1367,748,406,75,814,76,242,1350,1366,1219,170,1363
Turkey,3291,Abrasive products,87,78,53,6,84,17,39,87,87,87,10,87
Turkey,3292,Asbestos products,32,25,14,3,28,3,10,31,31,30,7,30
Turkey,3295,"Minerals, ground or treated",54,49,42,4,52,2,21,49,54,54,21,54
Turkey,3296,Mineral wool,337,263,136,5,265,14,59,337,337,323,7,337
Turkey,3297,Nonclay refractories,31,27,18,4,31,3,10,31,31,30,7,31
Turkey,3299,"Nonmetallic mineral products,",59,47,30,7,52,8,19,59,58,57,11,58
Turkey,3312,Blast furnaces and steel mills,2527,2050,1090,61,2101,167,479,2520,2522,2428,130,2518
Turkey,3313,Electrometallurgical products,111,88,32,5,93,11,19,111,111,95,10,111
Turkey,3315,Steel wire and related products,289,259,199,10,268,57,129,287,288,284,51,287
Turkey,3316,Cold finishing of steel shapes,99,76,50,7,81,13,26,99,98,94,17,98
Turkey,3317,Steel pipe and tubes,308,272,192,7,279,55,126,307,305,297,51,305
Turkey,3321,Gray and ductile iron foundries,147,126,91,7,133,31,59,145,147,143,27,147
Turkey,3322,Malleable iron foundries,18,17,9,1,17,1,4,18,18,18,2,18
Turkey,3324,Steel investment foundries,4,3,3,0,3,1,2,4,4,4,0,4
Turkey,3325,"Steel foundries, nec",1661,1384,703,13,1391,83,239,1660,1660,1607,45,1660
Turkey,3331,Primary copper,35,32,19,2,34,5,14,35,35,33,5,35
Turkey,3334,Primary aluminum,184,156,84,9,163,25,47,182,184,176,22,184
Turkey,3339,"Primary nonferrous metals, nec",253,209,97,11,211,14,62,253,253,248,16,253
Turkey,3341,Secondary nonferrous metals,89,62,22,8,69,5,18,89,88,78,7,88
Turkey,3351,Copper rolling and drawing,75,65,47,3,68,10,24,75,75,67,13,75
Turkey,3353,"Aluminum sheet, plate, and foil",270,242,186,9,249,42,108,267,268,263,42,267
Turkey,3354,Aluminum extruded products,153,141,98,6,146,26,66,152,153,152,24,153
Turkey,3355,"Aluminum rolling and drawing, nec",120,104,75,5,109,22,51,119,120,108,19,120
Turkey,3356,"Nonferrous rolling and drawing, nec",39,36,31,1,37,4,17,39,38,39,6,39
Turkey,3357,Nonferrous wiredrawing and insulating,240,171,131,7,175,42,101,239,240,231,54,240
Turkey,3363,Aluminum die-castings,143,123,86,5,128,21,55,141,143,139,12,143
Turkey,3364,Nonferrous die-castings except aluminum,173,138,61,14,150,19,43,173,173,173,8,173
Turkey,3365,Aluminum foundries,49,40,26,3,43,6,20,48,49,47,8,49
Turkey,3366,Copper foundries,43,38,25,0,38,12,18,42,42,42,13,42
Turkey,3369,"Nonferrous foundries, nec",103,69,36,3,72,6,21,103,103,95,4,103
Turkey,3398,Metal heat treating,124,92,46,6,98,13,39,124,124,115,8,124
Turkey,3399,Primary metal products,479,440,349,15,453,68,177,291,479,477,29,479
Turkey,3411,Metal cans,98,86,71,5,90,13,44,95,96,93,23,96
Turkey,3412,"Metal barrels, drums, and pails",28,23,19,4,27,2,9,28,28,28,6,28
Turkey,3421,Cutlery,50,45,32,1,46,12,26,50,50,50,6,49
Turkey,3423,"Hand and edge tools, nec",151,126,62,6,132,14,40,150,150,134,10,150
Turkey,3425,Saw blades and handsaws,19,16,12,3,18,2,5,19,18,19,0,18
Turkey,3429,"Hardware, nec",4823,3202,1353,84,3254,173,681,4822,4820,4624,61,4820
Turkey,3431,Metal sanitary ware,92,90,69,2,90,10,36,91,90,92,7,90
Turkey,3432,Plumbing fixture fittings and trim,2484,1989,927,33,2010,85,401,2480,2484,2347,44,2484
Turkey,3433,"Heating equipment, except electric",2600,2237,1157,33,2257,141,535,2599,2600,2467,113,2600
Turkey,3441,Fabricated structural metal,217,183,121,13,193,27,79,215,217,202,26,217
Turkey,3442,"Metal doors, sash, and trim",780,684,473,34,712,99,261,777,779,733,45,779
Turkey,3443,Fabricated plate work (boiler shop),1576,756,373,64,812,126,295,1572,1575,1476,67,1573
Turkey,3444,Sheet metalwork,1356,1201,748,71,1263,168,434,1354,1356,1288,142,1355
Turkey,3446,Architectural metalwork,190,174,133,8,181,40,83,190,190,190,18,190
Turkey,3448,Prefabricated metal buildings and components,233,205,139,11,213,43,95,231,233,232,27,233
Turkey,3449,Miscellaneous metalwork,3426,2813,1465,42,2832,166,540,3425,3426,3303,80,3426
Turkey,3451,Screw machine products,51,22,14,2,24,4,12,51,51,46,3,51
Turkey,3452,"Bolts, nuts, rivets, and washers",183,146,110,8,151,30,81,183,183,180,19,182
Turkey,3462,Iron and steel forgings,305,270,203,13,283,59,133,303,304,286,47,304
Turkey,3463,Nonferrous forgings,19,15,10,0,15,2,4,17,18,17,2,18
Turkey,3465,Automotive stampings,346,163,109,15,174,34,83,343,346,326,36,346
Turkey,3466,Crowns and closures,12,8,8,2,10,3,7,12,12,12,3,12
Turkey,3469,"Metal stampings, nec",341,314,248,15,324,65,176,340,341,338,30,341
Turkey,3471,Plating and polishing,43,38,28,1,39,10,18,42,41,43,4,41
Turkey,3479,Metal coating and allied services,188,170,126,8,176,22,72,187,188,185,30,188
Turkey,3482,Small arms ammunition,40,36,15,3,39,5,16,39,40,36,4,40
Turkey,3483,"Ammunition, except for small arms, nec",19,16,10,1,17,1,5,19,19,19,1,19
Turkey,3484,Small arms,69,54,26,6,58,9,25,68,69,68,6,69
Turkey,3489,"Ordnance and accessories, nec",17,15,10,0,15,3,8,17,17,17,4,17
Turkey,3491,Industrial valves,450,428,389,12,437,75,212,150,449,447,22,449
Turkey,3492,Fluid power valves and hose fittings,61,48,32,5,52,8,22,61,61,61,7,61
Turkey,3493,"Steel springs, except wire",50,45,44,4,48,14,29,50,50,50,2,50
Turkey,3494,"Valves and pipe fittings, nec",104,95,76,4,99,25,54,103,104,103,18,104
Turkey,3495,Wire springs,25,24,23,0,24,10,17,25,25,25,3,25
Turkey,3496,Miscellaneous fabricated wire products,152,136,103,9,141,30,74,152,151,150,24,151
Turkey,3497,Metal foil and leaf,7,6,5,1,7,1,2,7,7,7,2,7
Turkey,3498,Fabricated pipe and fittings,128,92,61,3,95,21,50,127,128,125,15,128
Turkey,3499,"Fabricated metal products, nec",5058,2130,947,135,2253,155,552,5045,5056,4855,124,5053
Turkey,3511,Turbines and turbine generator sets,129,107,50,12,115,18,38,128,129,126,23,129
Turkey,3519,"Internal combustion engines, nec",36,29,17,3,32,5,12,36,36,35,10,36
Turkey,3523,Farm machinery and equipment,764,654,426,44,688,107,285,688,762,723,59,761
Turkey,3524,Lawn and garden equipment,23,22,18,0,22,2,5,16,23,23,1,23
Turkey,3531,Construction machinery,501,429,285,23,448,84,196,497,496,483,64,495
Turkey,3532,Mining machinery,132,115,78,6,120,22,58,132,131,130,19,130
Turkey,3533,Oil and gas field machinery,89,84,76,3,85,15,43,12,89,87,2,89
Turkey,3534,Elevators and moving stairways,926,473,241,60,524,75,200,923,922,881,35,921
Turkey,3535,Conveyors and conveying equipment,156,143,108,4,147,28,74,156,156,155,18,155
Turkey,3536,"Hoists, cranes, and monorails",38,36,31,2,36,7,20,38,38,38,3,38
Turkey,3537,Industrial trucks and tractors,421,394,346,9,402,64,183,121,421,418,21,421
Turkey,3541,"Machine tools, metal cutting type",388,335,236,22,356,72,151,384,387,383,33,387
Turkey,3542,"Machine tools, metal forming type",699,441,196,28,465,51,128,687,699,552,31,699
Turkey,3543,Industrial patterns,408,376,323,9,383,52,151,107,408,393,7,408
Turkey,3544,"Special dies, tools, jigs, and fixtures",867,381,159,44,423,37,122,864,867,835,22,867
Turkey,3545,Machine tool accessories,140,122,98,6,128,28,64,140,139,140,14,139
Turkey,3546,Power-driven handtools,18,17,15,0,17,4,9,17,17,17,1,17
Turkey,3547,Rolling mill machinery,107,99,88,2,100,21,53,32,107,107,3,107
Turkey,3548,Welding apparatus,61,53,45,2,55,10,31,60,61,60,11,61
Turkey,3549,"Metalworking machinery, nec",108,93,71,7,100,20,46,107,106,107,5,106
Turkey,3552,Textile machinery,364,336,256,10,344,60,162,288,364,356,21,363
Turkey,3553,Woodworking machinery,38,35,27,1,36,10,23,38,38,38,2,38
Turkey,3554,Paper industries machinery,20,19,14,1,20,3,11,19,20,19,3,20
Turkey,3555,Printing trades machinery,51,46,34,2,48,9,27,49,50,50,4,50
Turkey,3556,Food products machinery,355,300,222,21,320,69,154,355,355,341,35,355
Turkey,3559,"Special industry machinery, nec",1252,1058,606,61,1103,131,346,1172,1252,1242,67,1251
Turkey,3561,Pumps and pumping equipment,238,190,132,3,192,33,105,235,235,228,32,234
Turkey,3562,Ball and roller bearings,56,51,33,2,52,10,24,54,56,52,14,56
Turkey,3563,Air and gas compressors,91,84,65,2,86,22,49,90,91,87,23,91
Turkey,3564,Blowers and fans,205,173,92,10,182,35,76,203,204,173,22,204
Turkey,3565,Packaging machinery,217,194,143,15,205,41,102,215,217,212,10,217
Turkey,3566,"Speed changers, drives, and gears",35,31,20,3,34,9,16,35,35,35,5,35
Turkey,3567,Industrial furnaces and ovens,158,129,87,13,140,32,73,155,158,155,11,157
Turkey,3568,"Power transmission equipment, nec",49,45,32,1,46,9,26,49,49,49,6,49
Turkey,3569,"General industrial machinery, nec",5606,4812,2815,66,4847,430,1366,5602,5596,5373,150,5593
Turkey,3571,Electronic computers,17225,7707,2500,700,8236,592,2364,17171,17223,16102,247,17201
Turkey,3572,Computer storage devices,4,3,2,0,3,1,1,4,4,4,0,4
Turkey,3575,Computer terminals,5,4,3,0,4,0,0,4,4,4,3,4
Turkey,3577,"Computer peripheral equipment, nec",10105,5732,2148,355,5993,398,1628,10088,10105,9471,182,10089
Turkey,3578,Calculating and accounting equipment,8,8,5,0,8,0,3,8,8,8,1,8
Turkey,3579,"Office machines, nec",9,8,4,0,8,2,5,9,9,8,1,9
Turkey,3581,Automatic vending machines,19,16,9,1,17,4,10,19,19,19,0,19
Turkey,3582,Commercial laundry equipment,93,89,83,2,90,19,50,18,93,93,3,93
Turkey,3585,Refrigeration and heating equipment,416,383,279,14,393,67,200,412,414,409,68,413
Turkey,3586,Measuring and dispensing pumps,11,9,8,2,11,3,6,11,11,11,2,11
Turkey,3589,"Service industry machinery, nec",204,179,131,6,184,44,105,203,203,200,31,202
Turkey,3592,"Carburetors, pistons, piston rings and valves",43,43,33,0,43,7,28,42,43,43,8,43
Turkey,3593,Fluid power cylinders and actuators,73,62,37,6,68,11,33,73,73,73,6,73
Turkey,3594,Fluid power pumps and motors,59,42,18,7,49,12,23,59,58,58,6,58
Turkey,3596,"Scales and balances, except laboratory",58,49,30,1,50,9,20,56,57,53,5,55
Turkey,3599,"Industrial machinery, nec",8567,3169,1237,362,3500,463,1197,8405,8563,8087,252,8557
Turkey,3612,"Transformers, except electric",170,142,90,7,146,22,74,166,170,160,34,169
Turkey,3613,Switchgear and switchboard apparatus,390,348,278,16,361,84,201,390,387,388,50,386
Turkey,3621,Motors and generators,3869,1766,619,174,1920,127,557,3859,3868,3665,105,3865
Turkey,3624,Carbon and graphite products,41,32,17,1,33,4,13,41,41,38,10,41
Turkey,3625,Relays and industrial controls,80,66,49,6,72,16,37,76,80,79,14,80
Turkey,3629,"Electrical industrial apparatus, nec",121,109,76,4,113,22,57,117,121,117,13,121
Turkey,3631,Household cooking equipment,64,55,40,3,58,15,32,64,64,62,12,64
Turkey,3632,Household refrigerators and freezers,67,51,34,3,54,11,34,61,65,59,22,64
Turkey,3633,Household laundry equipment,19,17,13,0,17,1,11,19,18,17,9,18
Turkey,3634,Electric housewares and fans,666,292,134,41,325,49,135,665,666,613,41,666
Turkey,3635,Household vacuum cleaners,22,20,16,2,22,1,8,22,22,21,8,22
Turkey,3639,"Household appliances, nec",4798,3804,1742,97,3833,243,844,4796,4798,4535,124,4796
Turkey,3641,Electric lamps,76,69,37,2,70,10,29,76,76,72,5,76
Turkey,3643,Current-carrying wiring services,109,97,66,7,103,21,40,108,109,107,16,109
Turkey,3644,Noncurrent-carrying wiring devices,55,50,41,1,51,11,29,54,55,52,11,55
Turkey,3645,Residential lighting fixtures,77,72,51,4,74,20,44,77,77,74,5,77
Turkey,3646,Commercial lighting fixtures,45,44,37,1,44,9,31,45,45,44,2,45
Turkey,3647,Vehicular lighting equipment,19,18,14,1,18,3,14,18,19,19,4,19
Turkey,3648,"Lighting equipment, nec",586,350,190,41,369,72,211,584,584,581,30,584
Turkey,3651,Household audio and video equipment,63,53,32,2,53,9,21,62,59,60,9,58
Turkey,3652,Prerecorded records and tapes,10,10,8,0,10,2,5,10,10,10,0,10
Turkey,3661,Telephone and telegraph apparatus,37,31,14,3,32,7,19,36,37,35,7,37
Turkey,3663,Radio and t.v. communications equipment,78,71,46,1,72,13,31,78,76,76,21,76
Turkey,3669,"Communications equipment, nec",4499,1593,301,210,1766,137,490,4492,4497,3946,138,4490
Turkey,3671,Electron tubes,7,6,5,1,6,1,4,7,7,7,1,7
Turkey,3672,Printed circuit boards,28,28,22,0,28,4,17,28,28,27,5,28
Turkey,3674,Semiconductors and related devices,63,56,35,4,58,11,26,63,63,63,19,63
Turkey,3675,Electronic capacitors,8,8,4,0,8,1,4,8,8,8,1,8
Turkey,3676,Electronic resistors,10,10,6,0,10,2,7,10,10,10,1,10
Turkey,3677,Electronic coils and transformers,62,58,48,1,58,24,41,62,60,59,22,61
Turkey,3678,Electronic connectors,9,9,7,1,9,1,3,9,9,9,3,9
Turkey,3679,"Electronic components, nec",371,333,245,18,344,77,173,347,369,359,72,367
Turkey,3691,Storage batteries,25,20,13,2,22,5,11,25,24,22,6,24
Turkey,3692,"Primary batteries, dry and wet",7,5,3,1,6,1,2,7,6,7,0,5
Turkey,3694,Engine electrical equipment,130,108,61,5,111,19,40,130,129,117,15,129
Turkey,3695,Magnetic and optical recording media,45,42,32,6,44,8,20,26,43,44,4,42
Turkey,3699,"Electrical equipment and supplies, nec",5747,5044,2696,149,5105,377,1315,5646,5745,5508,312,5744
Turkey,3711,Motor vehicles and car bodies,190,162,121,12,171,35,88,173,189,181,54,189
Turkey,3713,Truck and bus bodies,50,45,38,4,48,9,24,50,50,50,12,50
Turkey,3714,Motor vehicle parts and accessories,8642,4595,2168,279,4815,543,1626,8616,8635,8161,402,8625
Turkey,3715,Truck trailers,168,145,97,9,152,34,75,168,167,168,14,167
Turkey,3716,Motor homes,1,1,1,0,1,0,0,1,1,1,0,1
Turkey,3721,Aircraft,40,31,12,2,33,4,7,40,39,39,4,39
Turkey,3724,Aircraft engines and engine parts,28,26,18,2,28,6,16,28,28,25,11,28
Turkey,3728,"Aircraft parts and equipment, nec",82,68,35,5,72,7,16,80,82,77,22,82
Turkey,3731,Shipbuilding and repairing,2691,1241,495,75,1305,109,364,2677,2690,2560,144,2686
Turkey,3732,Boatbuilding and repairing,158,136,98,8,142,22,57,156,155,157,42,153
Turkey,3743,Railroad equipment,41,36,28,2,38,6,20,37,41,36,15,41
Turkey,3751,"Motorcycles, bicycles and parts",81,70,37,4,74,4,32,81,80,78,14,80
Turkey,3761,Guided missiles and space vehicles,3,3,1,0,3,0,0,3,3,3,0,3
Turkey,3764,Space propulsion units and parts,2,1,1,1,2,0,0,2,2,2,1,2
Turkey,3769,"Space vehicle equipment, nec",5,4,2,1,5,1,2,5,5,5,2,5
Turkey,3792,Travel trailers and campers,29,23,15,3,26,11,17,29,29,29,2,29
Turkey,3795,Tanks and tank components,58,55,46,2,57,12,25,58,58,57,13,58
Turkey,3799,"Transportation equipment, nec",59,52,33,5,55,6,19,58,59,59,8,59
Turkey,3812,Search and navigation equipment,921,158,43,33,189,24,74,920,921,908,17,921
Turkey,3821,Laboratory apparatus and furniture,116,98,55,6,101,12,39,114,115,99,8,114
Turkey,3822,Environmental controls,60,58,44,0,58,14,35,59,60,60,7,59
Turkey,3823,Process control instruments,68,61,42,3,63,18,39,68,68,67,15,68
Turkey,3824,Fluid meters and counting devices,46,45,38,1,46,10,24,46,46,44,10,46
Turkey,3825,Instruments to measure electricity,65,59,36,3,62,12,31,64,65,63,15,65
Turkey,3826,Analytical instruments,329,289,137,2,289,12,52,328,329,318,24,329
Turkey,3827,Optical instruments and lenses,658,440,173,19,454,24,99,641,657,622,50,655
Turkey,3829,"Measuring and controlling devices, nec",232,201,117,10,208,33,78,228,231,220,22,231
Turkey,3841,Surgical and medical instruments,1905,1626,940,45,1656,132,419,1893,1904,1846,92,1901
Turkey,3842,Surgical appliances and supplies,234,203,144,18,219,43,114,230,233,232,29,233
Turkey,3843,Dental equipment and supplies,1176,1008,532,15,1014,60,213,1174,1174,1142,34,1174
Turkey,3844,X-ray apparatus and tubes,7,6,3,1,7,2,4,7,7,7,0,7
Turkey,3845,Electromedical equipment,38,31,18,5,36,8,13,38,38,36,7,38
Turkey,3851,Ophthalmic goods,42,32,18,1,33,7,13,42,41,37,18,40
Turkey,3861,Photographic equipment and supplies,361,312,130,11,315,20,89,359,360,346,7,359
Turkey,3873,"Watches, clocks, watchcases, and parts",232,194,93,1,194,9,36,232,232,224,4,230
Turkey,3911,"Jewelry, precious metal",3258,2866,1075,69,2901,106,636,3232,3258,3029,255,3258
Turkey,3914,Silverware and plated ware,30,26,22,3,29,5,9,30,30,28,2,29
Turkey,3915,Jewelers' materials and lapidary work,11998,4138,409,575,4544,207,1300,11997,11997,11257,214,11987
Turkey,3931,Musical instruments,18,13,9,4,17,4,8,18,18,18,2,18
Turkey,3942,Dolls and stuffed toys,162,136,34,10,146,7,23,161,161,128,26,161
Turkey,3944,"Games, toys, and children's vehicles",755,237,74,35,268,35,95,754,755,711,34,755
Turkey,3949,"Sporting and athletic goods, nec",168,148,105,12,159,30,73,152,167,162,11,164
Turkey,3951,Pens and mechanical pencils,84,63,18,1,64,4,23,84,83,80,3,82
Turkey,3952,Lead pencils and art goods,13,10,9,1,11,1,6,13,13,13,4,13
Turkey,3953,Marking devices,9,8,7,1,9,1,5,9,9,9,2,9
Turkey,3955,Carbon paper and inked ribbons,16,14,13,1,15,2,10,16,16,16,2,16
Turkey,3961,Costume jewelry,29,22,11,2,23,3,8,29,29,27,5,29
Turkey,3965,"Fasteners, buttons, needles, and pins",177,165,110,5,169,28,80,176,175,176,17,173
Turkey,3991,Brooms and brushes,56,52,38,1,53,12,27,55,55,53,6,55
Turkey,3993,Signs and advertising specialties,384,343,246,29,368,58,165,384,384,380,25,384
Turkey,3996,"Hard surface floor coverings, nec",24,22,19,1,23,7,10,24,24,24,4,24
Turkey,3999,"Manufacturing industries, nec",113763,59316,14129,4805,63244,2907,11713,112431,113746,90675,3388,113598
Turkey,4011,"Railroads, line-haul operating",377,243,63,40,282,14,53,374,376,300,65,374
Turkey,4013,Switching and terminal services,14,11,8,1,12,4,6,13,14,10,4,14
Turkey,4111,Local and suburban transit,2586,2139,1173,43,2164,106,405,2586,2586,2515,187,2586
Turkey,4119,"Local passenger transportation, nec",6702,2735,833,340,3030,197,721,6697,6700,6284,399,6690
Turkey,4121,Taxicabs,35,21,2,3,24,0,4,35,35,29,0,35
Turkey,4131,Intercity and rural bus transportation,20,15,10,4,18,3,5,20,20,14,10,20
Turkey,4141,Local bus charter service,3,2,2,0,2,1,1,3,2,3,0,2
Turkey,4142,"Bus charter service, except local",631,431,105,61,487,13,60,631,631,425,71,630
Turkey,4151,School buses,11,11,7,0,11,0,8,11,11,11,3,11
Turkey,4173,Bus terminal and service facilities,166,107,25,7,113,6,25,165,165,132,32,165
Turkey,4212,"Local trucking, without storage",883,387,104,55,434,18,73,880,882,631,40,882
Turkey,4213,"Trucking, except local",1297,942,224,89,1012,39,152,1291,1297,832,163,1292
Turkey,4214,Local trucking with storage,788,475,122,84,556,11,39,786,788,496,121,779
Turkey,4215,"Courier services, except by air",307,169,63,13,181,18,53,302,307,233,100,306
Turkey,4221,Farm product warehousing and storage,25,20,7,1,21,5,8,25,25,21,7,25
Turkey,4222,Refrigerated warehousing and storage,87,74,48,2,76,11,25,80,87,80,14,87
Turkey,4225,General warehousing and storage,1379,863,370,69,925,117,307,1370,1379,1190,229,1376
Turkey,4226,"Special warehousing and storage, nec",72,62,46,2,64,7,30,70,72,70,30,72
Turkey,4231,Trucking terminal facilities,1,0,0,1,1,0,0,1,1,1,0,1
Turkey,4311,U.s. postal service,19,18,8,0,18,5,8,18,19,11,5,19
Turkey,4412,Deep sea foreign transportation of freight,537,447,314,35,474,63,169,433,536,508,97,531
Turkey,4424,Deep sea domestic transportation of freight,748,509,164,34,532,62,151,733,748,654,32,747
Turkey,4432,Freight transportation on the great lakes,2,1,0,0,1,0,0,2,2,2,1,2
Turkey,4449,Water transportation of freight,5602,4493,2109,73,4535,208,834,5597,5600,5329,352,5600
Turkey,4481,"Deep sea passenger transportation, except ferry",75,44,9,4,48,3,9,73,75,58,2,75
Turkey,4482,Ferries,24,20,15,2,21,3,6,24,24,24,14,24
Turkey,4489,Water passenger transportation,3268,2724,1268,83,2774,105,448,3268,3268,3086,264,3268
Turkey,4491,Marine cargo handling,419,296,62,29,306,163,197,415,419,288,319,418
Turkey,4492,Towing and tugboat service,41,32,15,2,34,8,14,41,41,37,11,41
Turkey,4493,Marinas,57,37,24,4,41,11,20,56,56,57,14,56
Turkey,4499,"Water transportation services,",612,517,377,17,531,77,229,603,600,542,168,593
Turkey,4512,"Air transportation, scheduled",3161,2522,1233,74,2573,114,662,3154,3159,2986,596,3157
Turkey,4513,Air courier services,71,49,40,4,53,9,26,71,70,60,39,69
Turkey,4522,"Air transportation, nonscheduled",450,326,112,29,336,166,217,446,450,340,313,449
Turkey,4581,"Airports, flying fields, and services",104,76,52,9,83,13,35,90,102,97,53,102
Turkey,4612,Crude petroleum pipelines,24,14,8,3,17,4,5,23,24,22,12,24
Turkey,4613,Refined petroleum pipelines,6,4,4,0,4,1,3,5,6,6,2,6
Turkey,4619,"Pipelines, nec",40,28,5,8,36,0,3,40,40,22,6,40
Turkey,4724,Travel agencies,5347,4468,2168,218,4629,381,1278,5335,5338,4921,835,5330
Turkey,4725,Tour operators,129892,37723,5402,5634,42590,2471,10213,129535,129889,121262,3053,129658
Turkey,4729,Passenger transportation arrangement,195,158,83,8,166,15,66,192,194,163,50,194
Turkey,4731,Freight transportation arrangement,72283,22544,4240,3495,25680,1420,5217,72123,72269,65736,2768,72036
Turkey,4741,Rental of railroad cars,2260,554,65,152,684,42,250,2259,2260,2134,45,2260
Turkey,4783,Packing and crating,18,17,12,0,17,2,5,17,18,17,4,18
Turkey,4785,Inspection and fixed facilities,20,16,5,3,18,1,8,20,19,20,4,19
Turkey,4789,"Transportation services, nec",51057,22261,7619,2471,24412,1568,5715,50943,51043,47134,2706,50955
Turkey,4812,Radiotelephone communication,103,70,34,2,71,8,20,102,102,94,8,102
Turkey,4813,"Telephone communication, except radio",105,87,36,10,97,6,29,105,105,103,15,105
Turkey,4822,Telegraph and other communications,80,59,20,3,61,5,14,80,79,68,4,78
Turkey,4832,Radio broadcasting stations,382,341,128,22,361,10,60,381,381,332,35,380
Turkey,4833,Television broadcasting stations,376,334,150,25,357,14,71,375,375,342,60,375
Turkey,4841,Cable and other pay television services,83,63,20,4,66,3,10,83,83,81,7,83
Turkey,4899,"Communication services, nec",1115,846,344,60,892,68,210,952,1115,966,107,1114
Turkey,4911,Electric services,2286,1755,847,94,1836,191,571,2273,2285,2169,987,2284
Turkey,4922,Natural gas transmission,32,23,17,2,25,4,9,32,32,30,20,32
Turkey,4923,Gas transmission and distribution,28,20,15,3,23,3,8,28,28,28,19,28
Turkey,4924,Natural gas distribution,115,95,68,2,97,14,53,114,115,112,79,115
Turkey,4925,Gas production and/or distribution,28,26,14,1,26,3,11,25,28,22,12,28
Turkey,4931,Electric and other services combined,86,67,24,4,71,6,11,85,86,78,20,86
Turkey,4932,Gas and other services combined,8,5,3,3,8,2,3,8,8,7,1,8
Turkey,4939,"Combination utilities, nec",16648,3185,376,483,3634,283,1129,16639,16648,16194,532,16618
Turkey,4941,Water supply,84,69,38,6,71,21,38,61,84,63,22,83
