UniqueID,CompanyName,TradeName,Address1,Address2,PostCode,City,CityCode,Locality,LocalityCode,Province,ProvinceCode,Region,RegionCode,Country,CountryCode,Language,PhoneOrMobile,Phone,Fax,Mobile,Email,Website,NationalID,NationalIdentificationTypeCode,NationalIdentificationTypeCodeDescription,NationalIDIsVat,InternationalCode,InternationalLabel,PrimaryLocalActivityCode,LocalActivityTypeCode,MarketabilityIndicator,YearStarted,NumberOfFamilyMembers,CEOName,CEOTitle,CEOFirstName,CEOLastName,CEOGender,CEOLanguage,EmployeesHere,EmployeesHereReliabilityCode,EmployeesHereReliabilityCodeDescription,EmployeesTotal,EmployeesTotalReliabilityCode,EmployeesTotalReliabilityCodeDescription,ImportExportAgentCode,ImportExportAgentCodeDescription,LegalStatusCode,LegalStatusCodeDescription,StatusCode,StatusCodeDescription,SalesVolumeLocal,CurrencyCode,SalesVolumeDollars,SalesVolumeEuros,SalesVolumeReliabilityCode,SalesVolumeReliabilityCodeDescription
467506946,ASLAN GEMI VE MAKINA SANAYI TICARET LIMITED SIRKETI,,NO:24 EVLIYA CELEBI MAHALLESI,"GULDERE SOKAK, TUZLA",34944.0,Evliya Çelebi,TR34023,,,İstanbul,TR34,,,Turkey,TR,TUR,0216 446 8227,0216 446 8227,0216 446 5886,,,,379144.0,102.0,Local Government Registration Number,False,7699,"Repair services, nec",,,,2004.0,,Salih Aslan,Manager,Salih,Aslan,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,7774533,TRY,187926,157401,3,Modeled
631134645,IMPARATOR PARK KAUCUK GERI DONUSUM SANAYI VE TICARET LIMITED SIRKETI,,NO:335A KARAHAN MAHALLESI KOYICI SOKAK,CUKUROVA,1170.0,Adana,TR01922,,,Adana,TR01,,,Turkey,TR,TUR,,,,,,,100798.0,102.0,Local Government Registration Number,False,4953,Refuse systems,,,M,2025.0,,Muslum Cetin,Manager,Muslum,Cetin,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,10823204,TRY,258036,216123,3,Modeled
465861070,PIKARE YAZILIM VE INTERNET HIZMETLERI SANAYI TICARET LIMITED SIRKETI,,NO:55 YAVUZ SULTAN SELIM MAHALLESI,"ABDULEZELPASA SOKAK, FATIH",34083.0,İstanbul,TR34012,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 635 0077,0212 635 0077,,,bilgi@pikare.net,http://www.pikare.com.tr,482256.0,102.0,Local Government Registration Number,False,3571,Electronic computers,,,,2002.0,,,,,,,,3,3,Modeled,3,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,9365754,TRY,226389,189616,3,Modeled
612302543,NIGDELI INSAAT MALZEMELERI PAZ LTD STI,,AKDENIZ SANAYI SIT.5024 SK N:58 KEPEZ,MERKEZ,,Antalya,TR07995,,,Antalya,TR07,,,Turkey,TR,TUR,0242 221 1621,0242 221 1621,,,,,35901.0,102.0,Local Government Registration Number,False,5039,"Construction materials, nec",,,,2002.0,,Servet Unlu,Manager Director,SERVET,UNLU,Male,,4,3,Modeled,4,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,40216118,TRY,972104,814205,3,Modeled
706863582,YOUGOV TURKEY VERI VE ANALIZ LIMITED SIRKETI,,"LEVENT 199,  NO:199/6 ESENTEPE MAHALLESI","BUYUKDERE CADDESI, SISLI",34394.0,Meşrutiyet,TR34022,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 807 0411,0212 807 0411,,,,,212440.0,102.0,Local Government Registration Number,False,8732,Commercial nonphysical research,,,,2019.0,59.0,Alexander George Meintosh,Manager,Alexander George,Meintosh,,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,6588086,TRY,155268,130047,3,Modeled
615114125,CICEK YEMEK SAN GIDA HAYVANCILIK MOBILYA OTOMOTIV INSAAT ORMAN URUNLERI TIC VE SAN LTD STI,,KARABAS MAH. LEYLA ATAKAN CAD. HAFIZ SELIM EFENDI SK N.13/B,IZMIT,41100.0,Kocaeli,TR41198,,,Kocaeli,TR41,,,Turkey,TR,TUR,,,,,,,19098.0,102.0,Local Government Registration Number,False,5999,"Miscellaneous retail stores, nec",,,,2008.0,,Mithat Eltutan,Manager,MITHAT,ELTUTAN,,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,10476502,TRY,253238,212104,3,Modeled
644275537,HAYRI CELIK NOA BILGISAYAR YAZILIM,,NO:41/1 SUGOZU MAHALLESI,"KEYKUBAT BULVARI, ALANYA",7400.0,Güller Pınarı,TR07945,,,Antalya,TR07,,,Turkey,TR,TUR,0242 511 1879,0242 511 1879,,0532 404 4200,info@noayazilim.com,https://www.noayazilim.com/,12055.0,102.0,Local Government Registration Number,False,5045,"Computers, peripherals, and software",,,,2006.0,,Hayri Celik,Proprietor,Hayri,Celik,Male,,3,0,Actual,3,0,Actual,G,None or Not Available,13.0,Proprietorship,0,SingleLocation,8490361,TRY,205229,171893,3,Modeled
613826546,MUSLU GIDA VE IHTIYAC MADDELERI INSAAT TURIZM TASIMACILIK SANAYI VE TICARET LTD STI,,NO:14/A MESNEVI SOKAK,CANKAYA,6400.0,Ankara,TR06986,,,Ankara,TR06,,,Turkey,TR,TUR,0312 440 7628,0312 440 7628,,,,,129936.0,102.0,Local Government Registration Number,False,1522,"Residential construction, nec",,,,1997.0,,Nezihi Muslu,Manager,Nezihi,Muslu,,,3,3,Modeled,3,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,10011625,TRY,242001,202692,3,Modeled
467875020,LIBRA DIS TICARET LTD STI,,"382, K:1 SUMER MAHALLESI","ZUBEYDE HANIM CADDESI, ZEYTINBURNU",34025.0,Beştelsiz,TR34026,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 547 6331,0212 547 6331,0212 547 2772,,,,509798.0,102.0,Local Government Registration Number,False,5199,"Nondurable goods, nec",,,,2009.0,,Mehmet Sahinci,Manager,Mehmet,Sahinci,Male,,8,0,Actual,8,0,Actual,C,Imports,3.0,Corporation,0,SingleLocation,13702217,TRY,331210,277411,3,Modeled
707006923,MEFA GROUP TEKSTIL ELEKTRONIK E-TICARET PAZARLAMA TICARET LIMITED SIRKETI,,"D:39,  NO:9 29 EKIM MAHALLESI 7312 SOKAK",MENEMEN,35660.0,Maltepe,TR35624,,,İzmir,TR35,,,Turkey,TR,TUR,,,,,,,7406.0,102.0,Local Government Registration Number,False,5611,Men's and boys' clothing stores,,,M,2024.0,,Metehan Daglarguler,Manager,Metehan,Daglarguler,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,9464008,TRY,228764,191605,3,Modeled
613792031,HOSVER GRUP SIGORTA ARACILIK HIZMETLERI LIMITED SIRKETI,,"KAT: 1,  29 KARADENIZ CADDESI",PAZAR,53300.0,Rize,TR53160,,,Rize,TR53,,,Turkey,TR,TUR,0464 612 6193,0464 612 6193,0464 612 3275,,,http://www.hosversigorta.com/,668.0,102.0,Local Government Registration Number,False,8999,"Services, nec",,,,2005.0,2.0,Dilara Hosver,Manager,Dilara,Hosver,Female,,0,2,Estimated,2,3,Modeled,G,None or Not Available,3.0,Corporation,1,HQ,6004964,TRY,145152,121575,3,Modeled
615054826,AK-GUL TEM.ILACL.TUR.INS.MEDIKAL GIDA YAKACAK MAD.SAN.VE TIC.LTD.STI,,2.ANAFARTALAR MH. CUMHURIYET CD. NO:50/B P 09,,,Manisa,TR45262,,,Manisa,TR45,,,Turkey,TR,TUR,0236 234 5526,0236 234 5526,,,,,10584.0,102.0,Local Government Registration Number,False,7349,"Building maintenance services, nec",,,,,,,,,,,,3,3,Modeled,3,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,5598627,TRY,135330,113348,3,Modeled
467110433,INNOVA KUYUMCULUK HEDIYELIK ESYA SANAYI VE TICARET ANONIM SIRKETI,,"NO:4-B001-1231-1232-2234-3251,  NO:4 MERKEZ MAHALLESI LADIN SOKA","B001 -1231-1232-2234-3251-4255-5253 YENIBOSNA, BAHCELIEVLER",34188.0,Bahçelievler,TR34005,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 603 1212,0212 603 1212,0212 603 1219,,,http://www.innovajewellery.com,537758.0,102.0,Local Government Registration Number,False,3915,Jewelers' materials and lapidary work,,,,2004.0,,Can Ozkok,Chairman,Can,Ozkok,Male,,120,0,Actual,120,0,Actual,G,None or Not Available,3.0,Corporation,0,SingleLocation,44261119,TRY,2803898,2348461,2,Estimated
706825026,SAHIN ISIK TURIZM VE TICARET LIMITED SIRKETI,,NO:3-1 YENICEKOY MAHALLESI,"AKINCILAR CADDESI, INEGOL",16400.0,Yıldırım,TR16982,,,Bursa,TR16,,,Turkey,TR,TUR,,,,,,,11500.0,102.0,Local Government Registration Number,False,5063,Electrical apparatus and equipment,,,,2019.0,,Sahin Isik,Manager,Sahin,Isik,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,25630647,TRY,619544,518911,3,Modeled
616401752,ERPA ENERJI URETIM SANAYI VE TICARET ANONIM SIRKETI,,"KULA PLAZA K:35 N:2/60-C,  FERITPASA MAH.KULA CAD",SELCUKLU,42060.0,Nişantaş,TR42728,,,Konya,TR42,,,Turkey,TR,TUR,,,,,,,41506.0,102.0,Local Government Registration Number,False,4939,"Combination utilities, nec",,,,2012.0,40.0,Ali Korpe,Chairman,ALI,KORPE,,,1,3,Modeled,1,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,9108679,TRY,220175,184412,3,Modeled
644271314,CEMBEROGLU DAYANIKLI TUKETIM MALLARI MOBILYA SANAYI TICARET LIMITED SIRKETI,,"ADNAN MENDERES BULVARI,  NO:63A YEDITEPE MAHALLESI",SAHINBEY,,Şahinbey,TR27994,,,Gaziantep,TR27,,,Turkey,TR,TUR,,,,,,,63377.0,102.0,Local Government Registration Number,False,9999,Nonclassifiable establishments,,,,2021.0,,,,,,,,0,2,Estimated,0,2,Estimated,G,None or Not Available,3.0,Corporation,0,SingleLocation,0,,0,0,2,Estimated
466731192,FEYZAN KUYUMCULUK TURIZM INSAAT GIDA SANAYI VE TICARET LTD STI,,MISIR CARSISI ICI NO.5,EMINONU,,İstanbul,TR34012,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 519 3641,0212 519 3641,,,,http://www.feyzangold.com,570676.0,102.0,Local Government Registration Number,False,5094,Jewelry and precious stones,,,,2005.0,,Ali Riza Akalin,Partner,ALI RIZA,AKALIN,,,1,3,Modeled,1,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,10283758,TRY,248579,208202,3,Modeled
616385255,DOHANCOCUKOYUN ALANI VE EGLENCE MERKEZIGIDA TUR TEKSDERI BUJITERI SAN VE TIC LTD STI KIZIL,,"MARDIN YOLU UZERI MARDIN,  HAVAALANI MARDIN OUTLET PARKI AVM",KIZILTEPE,47400.0,Mardin,TR47261,,,Mardin,TR47,,,Turkey,TR,TUR,,,,,,,2426.0,102.0,Local Government Registration Number,False,7996,Amusement parks,,,,2012.0,,Dogan Burkev,Branch Manager,DOGAN,BURKEV,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,6612361,TRY,159834,133872,3,Modeled
792535316,AYKOL TRANSLATION SERVICES,,ADNAN MENDERES CAD 32. SOK NO:4/2,MARMARIS,48700.0,Şirinyer,TR48931,,,Muğla,TR48,,,Turkey,TR,TUR,0252 417 6598,0252 417 6598,,,,,,,,,5999,"Miscellaneous retail stores, nec",,,,2001.0,,Suzan Ata,Manager,SUZAN,ATA,Female,,2,3,Modeled,2,3,Modeled,G,None or Not Available,,,0,SingleLocation,8150826,TRY,253238,212104,3,Modeled
706999337,EKOPAK CEVRE DANISMANLIK VE MUHENDISLIK INSAAT SANAYI VE TICARET LIMITED SIRKETI,,"AKDUMAN APARTMANI D:12,  NO:134 ALIPASA MAHALLESI CETIN EMEC BUL",CORLU,59850.0,Kızılpınar Namık Kemal,TR59059,,,Tekirdağ,TR59,,,Turkey,TR,TUR,,,,,,,24727.0,102.0,Local Government Registration Number,False,8748,"Business consulting, nec",,,M,2024.0,,Mustafa Sen,Manager,Mustafa,Sen,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,5325914,TRY,128738,107827,3,Modeled
616384007,F-G FINAL GENOL TURIZM TASIMACILIK EMLAK INSAAT VE GIDA SANAYI TICARET LIMITED SIRKETI,,NO: 151/A AYDINLAR MAH. HURRIYET CAD.,CANKAYA,6460.0,Ankara,TR06986,,,Ankara,TR06,,,Turkey,TR,TUR,0312 480 6901,0312 480 6901,0312 480 3767,,info@genol.com.tr,http://www.genol.com.tr,316628.0,102.0,Local Government Registration Number,False,4725,Tour operators,,,,2012.0,,Zikri Gencan,Manager,ZIKRI,GENCAN,,,5,3,Modeled,5,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,42668377,TRY,1031380,863853,3,Modeled
476767094,ADIYAMAN GIDA SANAYI VE TICARET LIMITED SIRKETI,,TEVFIKBEY MAH.HALKALI CAD.,"NO.116/20, KUCUKCEKMECE",34303.0,Kartaltepe,TR34018,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 425 8464,0212 425 8464,,,,,651147.0,102.0,Local Government Registration Number,False,2099,"Food preparations, nec",,,,2008.0,,Ahmet Akinci,Manager,AHMET,AKINCI,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,9694637,TRY,311256,260698,3,Modeled
631081357,SURGEONS SAGLIK EGITIM INSAAT TURIZM GIDA VE BILISIM HIZMETLERI TICARET LIMITED SIRKETI,,NO:2 BAHCELIEVLER MAH. DUMLUPMAR 7. SOK.,,,Çorum,TR19283,,,Çorum,TR19,,,Turkey,TR,TUR,,,,,,,13380.0,102.0,Local Government Registration Number,False,8299,"Schools and educational services, nec",,,,2013.0,,Aziz Cengiz,Manager,AZIZ,CENGIZ,,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,4942661,TRY,119474,100067,3,Modeled
707041436,PAKIS ENERJI ELEKTROTEKNIK MUHENDISLIK LIMITED SIRKETI,,"NAZIM PAK AP. SITESI D:2,  NO:1 AKASYA MAHALLESI 3510. SOKAK",ANTAKYA,31030.0,Hatay,TR31962,,,Hatay,TR31,,,Turkey,TR,TUR,,,,,,,24163.0,102.0,Local Government Registration Number,False,4939,"Combination utilities, nec",,,M,2024.0,,Abdulkadir Pak,Manager,Abdulkadir,Pak,Male,,1,3,Modeled,1,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,9108679,TRY,220175,184412,3,Modeled
631040234,ADEM YAVUZ,,N.36 SANAYI SIT. 8. SOK.,MERKEZ,23100.0,Elazığ,TR23600,,,Elazığ,TR23,,,Turkey,TR,TUR,,,,,,,14042.0,102.0,Local Government Registration Number,False,5999,"Miscellaneous retail stores, nec",,,,2013.0,,Adem Yavuz,Manager,ADEM,YAVUZ,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,10476502,TRY,253238,212104,3,Modeled
706934991,ATAMURAT DANISMANLIK TERCUME VE BILISIM TICARET LIMITED SIRKETI,,NO:53-55 YUNUS EMRE MAHALLESI,"378 SOKAK, ESENYURT",34510.0,Namık Kemal Kıraç,TR34038,,,İstanbul,TR34,,,Turkey,TR,TUR,,,,,,,239548.0,102.0,Local Government Registration Number,False,8748,"Business consulting, nec",,,,2020.0,,Atamurat Batyrov,Manager,Atamurat,Batyrov,,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,5325914,TRY,128738,107827,3,Modeled
476783992,AZMET MEDIKAL MUTFAK ESYALARI INSAAT HAYVANCILIK SANAYI TICARET PAZARLAMA LIMITED SIRKETI,,7312 SK.NO:32,KARSIYAKA,35510.0,Bayraklı,TR35981,,,İzmir,TR35,,,Turkey,TR,TUR,0532 662 0844,,,0532 662 0844,,,108071.0,102.0,Local Government Registration Number,False,5023,Homefurnishings,,,,,,Metin Acavit,Partner,METIN,ACAVIT,,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,13397650,TRY,323848,271245,3,Modeled
466313861,KALITEKS GIYIM SANAYI VE TICARET LTD STI,,3 EVREN MAHALLESI,"GULBAHAR CADDESI, GUROL SOKAK, GUNESLI, BAGCILAR",34212.0,Sancaktepe,TR34004,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 655 5538,0212 655 5538,0212 515 8548,,,,499300.0,102.0,Local Government Registration Number,False,2326,Men's and boy's work clothing,,,,2004.0,,Bahri Cakir,Manager,Bahri,Cakir,Male,,48,0,Actual,48,0,Actual,H,Exports,3.0,Corporation,0,SingleLocation,17333899,TRY,418995,350937,3,Modeled
466800753,KS TEKNIK INSAAT MIMARLIK VE DANISMANLIK LIMITED SIRKETI,,NO.22 POYRAZ SOK.SADIKOGLU PLAZA 5 KAT 1,HASANPASA,,Caferağa,TR34015,,,İstanbul,TR34,,,Turkey,TR,TUR,0216 345 2220,0216 345 2220,,,,,550722.0,102.0,Local Government Registration Number,False,1521,Single-family housing construction,,,,2005.0,,Erhan Fehmi Kobal,Partner,ERHAN FEHMI,KOBAL,,,1,3,Modeled,1,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,3848689,TRY,123566,103495,3,Modeled
612218669,METAL YAPI TURIZM EMLAK INSAAT TAAHHUT BESICILIK SANAYI VE TICARET LIMITED SIRKETI,,CUMHURIYET MEV TURKUAZ VILLA. MAKARON1 KUME EV. NO1 SALIHLERALTI,DIKILI,35980.0,İzmir,TR35685,,,İzmir,TR35,,,Turkey,TR,TUR,0533 735 3358,,,0533 735 3358,,,981.0,102.0,Local Government Registration Number,False,4725,Tour operators,,,,,,Nihal Gulpercin,Manager,NIHAL,GULPERCIN,,,5,3,Modeled,5,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,42668377,TRY,1031380,863853,3,Modeled
706993802,PERFORMANCE GRUP LASTIK OTOMOTIV INSAAT ARAC KIRALAMA TICARET ANONIM SIRKETI,,NO:67CA BEYTEPE MAHALLESI,"KANUNI SULTAN SULEYMAN BULVARI, CANKAYA",6800.0,Ankara,TR06986,,,Ankara,TR06,,,Turkey,TR,TUR,0312 222 2211,0312 222 2211,,,,,513595.0,102.0,Local Government Registration Number,False,1522,"Residential construction, nec",,,M,2024.0,,Murat Oguz,Chairman,Murat,Oguz,Male,,208,0,Actual,208,0,Actual,F,Agent,3.0,Corporation,0,SingleLocation,22692786,TRY,654868,548498,0,Actual
677774982,S.D.T. PLASTIK ALUMINYUM SANAYI VE TICARET ANONIM SIRKETI (IFLAS),,FEVZICAKMAK CD.KORUYUCU ISH.K:2 NO:124,MERKEZ,,Bursa,TR16985,,,Bursa,TR16,,,Turkey,TR,TUR,0224 267 1974,0224 267 1974,0224 267 1973,,,,47956.0,102.0,Local Government Registration Number,False,5162,Plastics materials and basic shapes,,,,1999.0,,,,,,,,4,3,Modeled,4,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,25073444,TRY,805008,674250,3,Modeled
706924699,CAN BULUT HAVUZ INSAAT SANAYI VE TICARET LIMITED SIRKETI,,"B-B,  NO:28 TUZLA MAHALLESI","ADNAN MENDERES BULVARI, FETHIYE",48300.0,Bozyer,TR48926,,,Muğla,TR48,,,Turkey,TR,TUR,0532 490 2014,,,0532 490 2014,,https://buluthavuz.business.site/,12248.0,102.0,Local Government Registration Number,False,1522,"Residential construction, nec",,,,2020.0,,Mahmut Can Bulut,Manager,Mahmut Can,Bulut,,,3,3,Modeled,3,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,10011625,TRY,242001,202692,3,Modeled
677804007,A.K.S. MIMARLIK NAKLIYAT INSAAT MUHENDISLIK TEMIZLIK YEMEK VE TASARIM HIZMETLERI  TICARET,,KAHRAMAN MARAS CADDESI KARINCA ISHANI KAT:4 NO:27,MERKEZ,61100.0,Trabzon,TR61261,,,Trabzon,TR61,,,Turkey,TR,TUR,0462 223 1182,0462 223 1182,,,,,10622.0,102.0,Local Government Registration Number,False,8712,Architectural services,,,,,,Kadir Naipoglu,Manager,Kadir,Naipoglu,Male,,3,3,Modeled,3,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,12604542,TRY,304677,255188,3,Modeled
631078298,DALEEL GAYRIMENKUL YATIRIM VE GELISTIRME DIS TICARET ANONIM SIRKETI,,"MEHMET CIBIKCI IS HANI N.2 K.2,  D.10 SIRINEVLER MAH. M.AKIF CAD",BAHCELIEVLER,34188.0,İstanbul,TR34012,,,İstanbul,TR34,,,Turkey,TR,TUR,,,,,,,874724.0,102.0,Local Government Registration Number,False,6531,Real estate agents and managers,,,,2013.0,,Ferhat Ozgur,Director,FERHAT,OZGUR,Male,,1,3,Modeled,1,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,3446591,TRY,83311,69778,3,Modeled
644246766,T.C. MILLI EGITIM BAKANLIGI KARAMAN-ERMENEK ILCE MILLI EGITIM MUDURLUGU,,NO:10 DEGIRMENLIK MAHALLESI,"ATATURK CADDESI, ERMENEK",70400.0,Görmeli,TR70942,,,Karaman,TR70,,,Turkey,TR,TUR,0338 716 1843,0338 716 1843,,,,http://ermenek.meb.gov.tr/,,,,,9411,Administration of educational programs,,,,,,,,,,,,5,3,Modeled,5,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,14780945,TRY,357285,299251,3,Modeled
467764154,P A L CELIKLER SIGORTA ARACILIK HIZMETLERI LIMITED SIRKETI,,NO.15/3 RECEPPASA CAD.,TAKSIM,34437.0,Taksim,TR34009,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 237 6425,0212 237 6425,0212 283 5585,,,,402208.0,102.0,Local Government Registration Number,False,3429,"Hardware, nec",,,,1998.0,,Cetiner Celik,Partner,CETINER,CELIK,,,4,3,Modeled,4,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,14702962,TRY,355400,297672,3,Modeled
467396610,S.S.UYUM KONUT YAPI KOOPERATIFI,,MADEN MAH.NALBANT CESME SOK.,SARIYER,34450.0,Bahçeköy Kemer,TR34021,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 272 3051,0212 272 3051,,,,,213070.0,102.0,Local Government Registration Number,False,8611,Business associations,,,,1985.0,,Osman Caglar,Chairman,OSMAN,CAGLAR,Male,,1,3,Modeled,1,3,Modeled,G,None or Not Available,100.0,Cooperative,0,SingleLocation,4024076,TRY,129197,108211,3,Modeled
644284841,LONCA STORE TEKSTIL HEDIYELIK ESYA SANAYI VE TICARET LIMITED SIRKETI,,"KAPALI CARSI BLOK,  NO:58-60 BEYAZIT MAHALLESI","HALICILAR CARSISI SOKAK, FATIH",,İstanbul,TR34012,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 528 1613,0212 528 1613,,,e0@sentry.wixpress.com,http://www.loncastore.com/,285696.0,102.0,Local Government Registration Number,False,5714,Drapery and upholstery stores,,,,2021.0,,Ufuk Yaylali,Manager,Ufuk,Yaylali,Male,,4,0,Actual,4,0,Actual,H,Exports,3.0,Corporation,0,SingleLocation,9640576,TRY,233032,195180,3,Modeled
467228191,FORSA DENIZCILIK TURIZMLIMITED SIRKETI,,NO.19/4 A MIM KEMAL OKE CAD.,NISANTASI,,İstanbul,TR34012,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 219 2858,0212 219 2858,0212 219 2860,,,,423735.0,102.0,Local Government Registration Number,False,4489,Water passenger transportation,,,,1999.0,,Izzet Tukin,Partner,IZZET,TUKIN,,,1,3,Modeled,1,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,3551299,TRY,114018,95498,3,Modeled
613814607,EZGI HARITA MUHENDISLIK SAN VE TIC LTD STI,,NECATIBEY C N:51-1/10,CANKAYA,6400.0,Ankara,TR06986,,,Ankara,TR06,,,Turkey,TR,TUR,,,,,,,105015.0,102.0,Local Government Registration Number,False,8711,Engineering services,,,M,,,Mehmet Hanefi Atav,Partner,MEHMET HANEFI,ATAV,,,2,3,Modeled,2,3,Modeled,G,None or Not Available,100.0,Cooperative,0,SingleLocation,8403028,TRY,203118,170125,3,Modeled
862296894,HB02 OTOMOTIV BILISIM DAYANIKLI TUKETIM MALLARI SANAYI VE TICARET LIMITED SIRKETI,,"OZGUR APARTMAN,  NO:6B ALITASI MAHALLESI HALEP CADDESI",MERKEZ,2030.0,Adıyaman,TR02790,,,Adıyaman,TR02,,,Turkey,TR,TUR,,,,,,,9699.0,102.0,Local Government Registration Number,False,5012,Automobiles and other motor vehicles,,,M,2025.0,,Burak Inceyol,Manager,Burak,Inceyol,Male,,2,3,Modeled,2,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,20959735,TRY,651198,545424,3,Modeled
476750953,BAR OTOMOTIV TICARET LIMITED SIRKETI,Bar Otomotiv Tic. Ltd. Sti.,NO:24 KARADENIZLILER MAHALLESI,"HACI IDRIS SOKAK, BASISKELE",41140.0,Başiskele,TR41355,,,Kocaeli,TR41,,,Turkey,TR,TUR,0850 549 7007,0850 549 7007,0212 286 1724,,info@barotolastik.com,http://baroto.com.tr/,30431.0,102.0,Local Government Registration Number,False,5013,Motor vehicle supplies and new parts,,,M,2020.0,,Baris Aybar,Manager,Baris,Aybar,Male,,33,0,Actual,33,0,Actual,A,Import/Export/Agent,3.0,Corporation,0,SingleLocation,54357190,TRY,1313922,1100502,3,Modeled
862272121,IMSAS ISTANBUL MELAMIN PLASTIK SANAYI VE TICARET LIMITED SIRKETI,,"BILGE IS MERKEZI D:130,  NO:49 TOPCULAR MAHALLESI TALIMHANE CADD",EYUP,34055.0,İslambey,TR34011,,,İstanbul,TR34,,,Turkey,TR,TUR,0212 519 8486,0212 519 8486,,,,,1072685.0,102.0,Local Government Registration Number,False,3011,Tires and inner tubes,,,M,2025.0,,Selim Atlas,Manager,Selim,Atlas,Male,,3,3,Modeled,3,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,23237589,TRY,561699,470462,3,Modeled
630869905,ALFACR PROJE INSAAT TICARET LIMITED SIRKETI,,"K.3 D.5,  N:12 AZIZ MAHMUD HUDAI MAHALLESI","HASBAHCE SOKAK, USKUDAR",34660.0,Salacak,TR34025,,,İstanbul,TR34,,,Turkey,TR,TUR,,,,,,,937182.0,102.0,Local Government Registration Number,False,1522,"Residential construction, nec",,,,,,Anas Al Batarni,Manager,Anas Al,Batarni,,,3,3,Modeled,3,3,Modeled,G,None or Not Available,3.0,Corporation,0,SingleLocation,10011625,TRY,242001,202692,3,Modeled
467007894,ZEYNEL MUHALLEBICISI GIDA VE TURIZM ISLETMECILIGI TICARET LIMITED SIRKETI,,"YILMAZLAR APARTMANI,  NO:7/A TATLISU MAHALLESI","SEYHAN SOKAK, UMRANIYE",,Atatürk,TR34024,,,İstanbul,TR34,,,Turkey,TR,TUR,0216 456 5290,0216 456 5290,0216 456 5291,,bilgi@zeynel.com.tr,http://www.zeynel.com.tr/,492022.0,102.0,Local Government Registration Number,False,2051,"Bread, cake, and related products",,,M,2010.0,5.0,Gurdal Bolukbasi,Manager,Gurdal,Bolukbasi,,,0,2,Estimated,50,3,Modeled,G,None or Not Available,3.0,Corporation,1,HQ,175093083,TRY,4232350,3544890,3,Modeled
